*******************************************************************************
Revised: April 12, 2021         Earth Barycenter                              3
 
 Dynamical point:
 ---------------
 The common point about which the Earth and Moon revolve (center of mass). This
 is approximately 4671 km from the center of the Earth, or about 3/4 of the way 
 to the surface. See 399 for Earth center, or 301 for Moon center ephemeris.
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Mon Aug 17 14:35:36 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth-Moon Barycenter (3)       {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2025-Nov-29 00:00:00.0000 TDB
Stop  time      : A.D. 2025-Nov-30 00:00:00.0000 TDB
Step-size       : 10 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Keplerian GM    : 2.9591310798525883E-04 au^3/d^2
Output units    : AU-D, deg, Julian Day Number (Tp)
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC osculating elements
Output format   : 10
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
2461008.555555556, A.D. 2025-Nov-29 01:20:00.0000,  1.666456342588864E-02,  9.833282558370015E-01,  3.433262319043878E-03,  1.749589841867130E+02,  2.881110083996805E+02,  2.461044308341570E+06,  9.856199630445466E-01,  3.247613403701079E+02,  3.236405368363796E+02,  9.999926975711003E-01,  1.016657139305199E+00,  3.652523421785941E+02,
2461008.562500000, A.D. 2025-Nov-29 01:30:00.0000,  1.666456477713524E-02,  9.833282567396401E-01,  3.433262892139070E-03,  1.749590131992205E+02,  2.881109724912571E+02,  2.461044308334792E+06,  9.856199596558538E-01,  3.247681917548174E+02,  3.236475761970640E+02,  9.999926998631724E-01,  1.016657142986705E+00,  3.652523434343804E+02,
2461008.569444444, A.D. 2025-Nov-29 01:40:00.0000,  1.666456612828395E-02,  9.833282576423000E-01,  3.433263464967599E-03,  1.749590422101360E+02,  2.881109365838147E+02,  2.461044308328013E+06,  9.856199562672769E-01,  3.247750431400601E+02,  3.236546155751939E+02,  9.999927021551662E-01,  1.016657146668032E+00,  3.652523446901236E+02,
2461008.576388889, A.D. 2025-Nov-29 01:50:00.0000,  1.666456747933426E-02,  9.833282585449797E-01,  3.433264037531214E-03,  1.749590712194340E+02,  2.881109006773816E+02,  2.461044308321234E+06,  9.856199528788180E-01,  3.247818945258335E+02,  3.236616549707638E+02,  9.999927044470801E-01,  1.016657150349180E+00,  3.652523459458232E+02,
2461008.583333333, A.D. 2025-Nov-29 02:00:00.0000,  1.666456883028639E-02,  9.833282594476804E-01,  3.433264609823917E-03,  1.749591002271596E+02,  2.881108647719115E+02,  2.461044308314454E+06,  9.856199494904754E-01,  3.247887459121388E+02,  3.236686943837725E+02,  9.999927067389155E-01,  1.016657154030151E+00,  3.652523472014797E+02,
2461008.590277778, A.D. 2025-Nov-29 02:10:00.0000,  1.666457018114191E-02,  9.833282603504012E-01,  3.433265181846401E-03,  1.749591292332336E+02,  2.881108288674818E+02,  2.461044308307674E+06,  9.856199461022477E-01,  3.247955972989777E+02,  3.236757338142186E+02,  9.999927090306729E-01,  1.016657157710945E+00,  3.652523484570936E+02,
2461008.597222222, A.D. 2025-Nov-29 02:20:00.0000,  1.666457153190018E-02,  9.833282612531410E-01,  3.433265753608683E-03,  1.749591582375865E+02,  2.881107929641660E+02,  2.461044308300893E+06,  9.856199427141374E-01,  3.248024486863461E+02,  3.236827732620955E+02,  9.999927113223512E-01,  1.016657161391561E+00,  3.652523497126640E+02,
2461008.604166667, A.D. 2025-Nov-29 02:30:00.0000,  1.666457288256060E-02,  9.833282621559013E-01,  3.433266325094915E-03,  1.749591872402272E+02,  2.881107570619538E+02,  2.461044308294111E+06,  9.856199393261440E-01,  3.248093000742456E+02,  3.236898127274018E+02,  9.999927136139503E-01,  1.016657165071999E+00,  3.652523509681911E+02,
2461008.611111111, A.D. 2025-Nov-29 02:40:00.0000,  1.666457423312507E-02,  9.833282630586813E-01,  3.433266896313412E-03,  1.749592162411541E+02,  2.881107211608449E+02,  2.461044308287329E+06,  9.856199359382648E-01,  3.248161514626782E+02,  3.236968522101369E+02,  9.999927159054721E-01,  1.016657168752263E+00,  3.652523522236759E+02,
2461008.618055556, A.D. 2025-Nov-29 02:50:00.0000,  1.666457558359308E-02,  9.833282639614808E-01,  3.433267467258827E-03,  1.749592452402908E+02,  2.881106852609163E+02,  2.461044308280547E+06,  9.856199325505010E-01,  3.248230028516432E+02,  3.237038917102971E+02,  9.999927181969160E-01,  1.016657172432351E+00,  3.652523534791180E+02,
2461008.625000000, A.D. 2025-Nov-29 03:00:00.0000,  1.666457693396428E-02,  9.833282648642998E-01,  3.433268037939997E-03,  1.749592742376625E+02,  2.881106493621460E+02,  2.461044308273763E+06,  9.856199291628538E-01,  3.248298542411375E+02,  3.237109312278768E+02,  9.999927204882811E-01,  1.016657176112262E+00,  3.652523547345168E+02,
2461008.631944444, A.D. 2025-Nov-29 03:10:00.0000,  1.666457828423996E-02,  9.833282657671383E-01,  3.433268608345014E-03,  1.749593032331685E+02,  2.881106134646312E+02,  2.461044308266980E+06,  9.856199257753211E-01,  3.248367056311644E+02,  3.237179707628763E+02,  9.999927227795686E-01,  1.016657179791999E+00,  3.652523559898732E+02,
2461008.638888889, A.D. 2025-Nov-29 03:20:00.0000,  1.666457963441991E-02,  9.833282666699962E-01,  3.433269178479431E-03,  1.749593322268220E+02,  2.881105775683590E+02,  2.461044308260195E+06,  9.856199223879030E-01,  3.248435570217238E+02,  3.237250103152931E+02,  9.999927250707787E-01,  1.016657183471561E+00,  3.652523572451872E+02,
2461008.645833333, A.D. 2025-Nov-29 03:30:00.0000,  1.666458098450464E-02,  9.833282675728726E-01,  3.433269748344995E-03,  1.749593612185974E+02,  2.881105416733573E+02,  2.461044308253410E+06,  9.856199190006001E-01,  3.248504084128135E+02,  3.237320498851217E+02,  9.999927273619109E-01,  1.016657187150949E+00,  3.652523585004585E+02,
2461008.652777778, A.D. 2025-Nov-29 03:40:00.0000,  1.666458233449398E-02,  9.833282684757675E-01,  3.433270317932424E-03,  1.749593902085274E+02,  2.881105057795938E+02,  2.461044308246624E+06,  9.856199156134134E-01,  3.248572598044331E+02,  3.237390894723593E+02,  9.999927296529646E-01,  1.016657190830162E+00,  3.652523597556867E+02,
2461008.659722222, A.D. 2025-Nov-29 03:50:00.0000,  1.666458368438849E-02,  9.833282693786818E-01,  3.433270887251868E-03,  1.749594191963944E+02,  2.881104698872826E+02,  2.461044308239838E+06,  9.856199122263396E-01,  3.248641111965857E+02,  3.237461290770062E+02,  9.999927319439418E-01,  1.016657194509202E+00,  3.652523610108731E+02,
2461008.666666667, A.D. 2025-Nov-29 04:00:00.0000,  1.666458503418856E-02,  9.833282702816147E-01,  3.433271456293383E-03,  1.749594481823527E+02,  2.881104339962712E+02,  2.461044308233051E+06,  9.856199088393793E-01,  3.248709625892702E+02,  3.237531686990584E+02,  9.999927342348423E-01,  1.016657198188070E+00,  3.652523622660174E+02,
2461008.673611111, A.D. 2025-Nov-29 04:10:00.0000,  1.666458638389462E-02,  9.833282711845660E-01,  3.433272025060427E-03,  1.749594771663085E+02,  2.881103981066544E+02,  2.461044308226264E+06,  9.856199054525340E-01,  3.248778139824851E+02,  3.237602083385117E+02,  9.999927365256650E-01,  1.016657201866764E+00,  3.652523635211191E+02,
2461008.680555556, A.D. 2025-Nov-29 04:20:00.0000,  1.666458773350630E-02,  9.833282720875355E-01,  3.433272593554747E-03,  1.749595061482362E+02,  2.881103622184571E+02,  2.461044308219476E+06,  9.856199020658025E-01,  3.248846653762314E+02,  3.237672479953643E+02,  9.999927388164107E-01,  1.016657205545286E+00,  3.652523647761787E+02,
2461008.687500000, A.D. 2025-Nov-29 04:30:00.0000,  1.666458908302387E-02,  9.833282729905231E-01,  3.433273161776516E-03,  1.749595351280301E+02,  2.881103263317863E+02,  2.461044308212687E+06,  9.856198986791854E-01,  3.248915167705078E+02,  3.237742876696121E+02,  9.999927411070790E-01,  1.016657209223635E+00,  3.652523660311958E+02,
2461008.694444444, A.D. 2025-Nov-29 04:40:00.0000,  1.666459043244788E-02,  9.833282738935287E-01,  3.433273729716310E-03,  1.749595641058709E+02,  2.881102904464591E+02,  2.461044308205898E+06,  9.856198952926813E-01,  3.248983681653164E+02,  3.237813273612545E+02,  9.999927433976710E-01,  1.016657212901813E+00,  3.652523672861711E+02,
2461008.701388889, A.D. 2025-Nov-29 04:50:00.0000,  1.666459178177902E-02,  9.833282747965527E-01,  3.433274297383763E-03,  1.749595930815143E+02,  2.881102545627206E+02,  2.461044308199108E+06,  9.856198919062901E-01,  3.249052195606563E+02,  3.237883670702880E+02,  9.999927456881867E-01,  1.016657216579821E+00,  3.652523685411047E+02,
2461008.708333333, A.D. 2025-Nov-29 05:00:00.0000,  1.666459313101721E-02,  9.833282756995942E-01,  3.433274864776156E-03,  1.749596220550173E+02,  2.881102186805133E+02,  2.461044308192318E+06,  9.856198885200116E-01,  3.249120709565283E+02,  3.237954067967101E+02,  9.999927479786260E-01,  1.016657220257658E+00,  3.652523697959963E+02,
2461008.715277778, A.D. 2025-Nov-29 05:10:00.0000,  1.666459448016190E-02,  9.833282766026530E-01,  3.433275431884865E-03,  1.749596510262910E+02,  2.881101827999304E+02,  2.461044308185527E+06,  9.856198851338485E-01,  3.249189223529279E+02,  3.238024465405140E+02,  9.999927502689874E-01,  1.016657223935322E+00,  3.652523710508453E+02,
2461008.722222222, A.D. 2025-Nov-29 05:20:00.0000,  1.666459582921512E-02,  9.833282775057302E-01,  3.433275998718057E-03,  1.749596799954824E+02,  2.881101469208177E+02,  2.461044308178735E+06,  9.856198817477948E-01,  3.249257737498627E+02,  3.238094863017043E+02,  9.999927525592747E-01,  1.016657227612819E+00,  3.652523723056537E+02,
2461008.729166667, A.D. 2025-Nov-29 05:30:00.0000,  1.666459717817564E-02,  9.833282784088238E-01,  3.433276565279336E-03,  1.749597089623495E+02,  2.881101110434240E+02,  2.461044308171943E+06,  9.856198783618558E-01,  3.249326251473254E+02,  3.238165260802710E+02,  9.999927548494845E-01,  1.016657231290145E+00,  3.652523735604197E+02,
2461008.736111111, A.D. 2025-Nov-29 05:40:00.0000,  1.666459852704461E-02,  9.833282793119354E-01,  3.433277131558745E-03,  1.749597379270463E+02,  2.881100751675893E+02,  2.461044308165150E+06,  9.856198749760277E-01,  3.249394765453222E+02,  3.238235658762177E+02,  9.999927571396193E-01,  1.016657234967303E+00,  3.652523748151445E+02,
2461008.743055556, A.D. 2025-Nov-29 05:50:00.0000,  1.666459987582170E-02,  9.833282802150632E-01,  3.433277697555417E-03,  1.749597668894135E+02,  2.881100392934786E+02,  2.461044308158357E+06,  9.856198715903128E-01,  3.249463279438478E+02,  3.238306056895359E+02,  9.999927594296776E-01,  1.016657238644292E+00,  3.652523760698274E+02,
2461008.750000000, A.D. 2025-Nov-29 06:00:00.0000,  1.666460122450712E-02,  9.833282811182091E-01,  3.433278263271099E-03,  1.749597958494254E+02,  2.881100034211135E+02,  2.461044308151563E+06,  9.856198682047089E-01,  3.249531793429057E+02,  3.238376455202267E+02,  9.999927617196609E-01,  1.016657242321113E+00,  3.652523773244693E+02,
2461008.756944444, A.D. 2025-Nov-29 06:10:00.0000,  1.666460257310166E-02,  9.833282820213715E-01,  3.433278828712907E-03,  1.749598248071756E+02,  2.881099675504016E+02,  2.461044308144769E+06,  9.856198648192170E-01,  3.249600307424952E+02,  3.238446853682865E+02,  9.999927640095683E-01,  1.016657245997765E+00,  3.652523785790695E+02,
2461008.763888889, A.D. 2025-Nov-29 06:20:00.0000,  1.666460392160563E-02,  9.833282829245504E-01,  3.433279393867376E-03,  1.749598537624824E+02,  2.881099316815252E+02,  2.461044308137973E+06,  9.856198614338360E-01,  3.249668821426155E+02,  3.238517252337117E+02,  9.999927662994007E-01,  1.016657249674251E+00,  3.652523798336287E+02,
2461008.770833333, A.D. 2025-Nov-29 06:30:00.0000,  1.666460527001861E-02,  9.833282838277462E-01,  3.433279958744377E-03,  1.749598827154250E+02,  2.881098958144049E+02,  2.461044308131178E+06,  9.856198580485668E-01,  3.249737335432667E+02,  3.238587651164998E+02,  9.999927685891574E-01,  1.016657253350569E+00,  3.652523810881465E+02,
2461008.777777778, A.D. 2025-Nov-29 06:40:00.0000,  1.666460661834105E-02,  9.833282847309582E-01,  3.433280523335295E-03,  1.749599116659142E+02,  2.881098599491307E+02,  2.461044308124382E+06,  9.856198546634091E-01,  3.249805849444484E+02,  3.238658050166472E+02,  9.999927708788390E-01,  1.016657257026720E+00,  3.652523823426229E+02,
2461008.784722222, A.D. 2025-Nov-29 06:50:00.0000,  1.666460796657393E-02,  9.833282856341858E-01,  3.433281087646201E-03,  1.749599406139901E+02,  2.881098240856612E+02,  2.461044308117584E+06,  9.856198512783624E-01,  3.249874363461616E+02,  3.238728449341526E+02,  9.999927731684453E-01,  1.016657260702705E+00,  3.652523835970583E+02,
2461008.791666667, A.D. 2025-Nov-29 07:00:00.0000,  1.666460931471732E-02,  9.833282865374304E-01,  3.433281651677274E-03,  1.749599695595468E+02,  2.881097882241024E+02,  2.461044308110787E+06,  9.856198478934253E-01,  3.249942877484064E+02,  3.238798848690130E+02,  9.999927754579776E-01,  1.016657264378525E+00,  3.652523848514530E+02,
2461008.798611111, A.D. 2025-Nov-29 07:10:00.0000,  1.666461066277076E-02,  9.833282874406913E-01,  3.433282215421982E-03,  1.749599985026021E+02,  2.881097523644362E+02,  2.461044308103989E+06,  9.856198445085985E-01,  3.250011391511830E+02,  3.238869248212261E+02,  9.999927777474351E-01,  1.016657268054179E+00,  3.652523861058069E+02,
2461008.805555556, A.D. 2025-Nov-29 07:20:00.0000,  1.666461201073542E-02,  9.833282883439679E-01,  3.433282778887071E-03,  1.749600274430746E+02,  2.881097165067443E+02,  2.461044308097190E+06,  9.856198411238819E-01,  3.250079905544911E+02,  3.238939647907886E+02,  9.999927800368184E-01,  1.016657271729669E+00,  3.652523873601199E+02,
2461008.812500000, A.D. 2025-Nov-29 07:30:00.0000,  1.666461335861111E-02,  9.833282892472607E-01,  3.433283342064291E-03,  1.749600563810500E+02,  2.881096806509426E+02,  2.461044308090391E+06,  9.856198377392751E-01,  3.250148419583293E+02,  3.239010047776964E+02,  9.999927823261271E-01,  1.016657275404993E+00,  3.652523886143923E+02,
2461008.819444444, A.D. 2025-Nov-29 07:40:00.0000,  1.666461470639790E-02,  9.833282901505686E-01,  3.433283904954343E-03,  1.749600853164492E+02,  2.881096447971076E+02,  2.461044308083591E+06,  9.856198343547786E-01,  3.250216933627000E+02,  3.239080447819491E+02,  9.999927846153616E-01,  1.016657279080154E+00,  3.652523898686238E+02,
2461008.826388889, A.D. 2025-Nov-29 07:50:00.0000,  1.666461605409599E-02,  9.833282910538922E-01,  3.433284467568455E-03,  1.749601142491083E+02,  2.881096089454060E+02,  2.461044308076791E+06,  9.856198309703920E-01,  3.250285447676005E+02,  3.239150848035413E+02,  9.999927869045214E-01,  1.016657282755151E+00,  3.652523911228145E+02,
2461008.833333333, A.D. 2025-Nov-29 08:00:00.0000,  1.666461740170684E-02,  9.833282919572314E-01,  3.433285029886132E-03,  1.749601431792657E+02,  2.881095730955961E+02,  2.461044308069990E+06,  9.856198275861130E-01,  3.250353961730343E+02,  3.239221248424735E+02,  9.999927891936087E-01,  1.016657286429986E+00,  3.652523923769655E+02,
2461008.840277778, A.D. 2025-Nov-29 08:10:00.0000,  1.666461874922917E-02,  9.833282928605863E-01,  3.433285591922042E-03,  1.749601721066215E+02,  2.881095372479793E+02,  2.461044308063189E+06,  9.856198242019437E-01,  3.250422475789995E+02,  3.239291648987414E+02,  9.999927914826215E-01,  1.016657290104657E+00,  3.652523936310757E+02,
2461008.847222222, A.D. 2025-Nov-29 08:20:00.0000,  1.666462009666443E-02,  9.833282937639554E-01,  3.433286153673288E-03,  1.749602010313808E+02,  2.881095014023520E+02,  2.461044308056386E+06,  9.856198208178840E-01,  3.250490989854950E+02,  3.239362049723408E+02,  9.999927937715606E-01,  1.016657293779166E+00,  3.652523948851453E+02,
2461008.854166667, A.D. 2025-Nov-29 08:30:00.0000,  1.666462144401181E-02,  9.833282946673402E-01,  3.433286715134180E-03,  1.749602299532915E+02,  2.881094655589646E+02,  2.461044308049583E+06,  9.856198174339328E-01,  3.250559503925224E+02,  3.239432450632706E+02,  9.999927960604260E-01,  1.016657297453512E+00,  3.652523961391748E+02,
2461008.861111111, A.D. 2025-Nov-29 08:40:00.0000,  1.666462279127230E-02,  9.833282955707395E-01,  3.433287276309581E-03,  1.749602588724886E+02,  2.881094297176840E+02,  2.461044308042780E+06,  9.856198140500904E-01,  3.250628018000800E+02,  3.239502851715264E+02,  9.999927983492179E-01,  1.016657301127696E+00,  3.652523973931639E+02,
2461008.868055556, A.D. 2025-Nov-29 08:50:00.0000,  1.666462413844684E-02,  9.833282964741542E-01,  3.433287837194675E-03,  1.749602877889215E+02,  2.881093938785560E+02,  2.461044308035976E+06,  9.856198106663543E-01,  3.250696532081720E+02,  3.239573252971097E+02,  9.999928006379381E-01,  1.016657304801722E+00,  3.652523986471137E+02,
2461008.875000000, A.D. 2025-Nov-29 09:00:00.0000,  1.666462548553375E-02,  9.833282973775832E-01,  3.433288397793971E-03,  1.749603167025503E+02,  2.881093580416259E+02,  2.461044308029171E+06,  9.856198072827277E-01,  3.250765046167938E+02,  3.239643654400127E+02,  9.999928029265840E-01,  1.016657308475585E+00,  3.652523999010229E+02,
2461008.881944444, A.D. 2025-Nov-29 09:10:00.0000,  1.666462683253549E-02,  9.833282982810270E-01,  3.433288958103172E-03,  1.749603456133513E+02,  2.881093222069137E+02,  2.461044308022366E+06,  9.856198038992078E-01,  3.250833560259486E+02,  3.239714056002363E+02,  9.999928052151578E-01,  1.016657312149289E+00,  3.652524011548925E+02,
2461008.888888889, A.D. 2025-Nov-29 09:20:00.0000,  1.666462817945102E-02,  9.833282991844847E-01,  3.433289518121432E-03,  1.749603745211651E+02,  2.881092863745811E+02,  2.461044308015560E+06,  9.856198005157958E-01,  3.250902074356345E+02,  3.239784457777756E+02,  9.999928075036587E-01,  1.016657315822833E+00,  3.652524024087222E+02,
2461008.895833333, A.D. 2025-Nov-29 09:30:00.0000,  1.666462952628096E-02,  9.833283000879576E-01,  3.433290077854647E-03,  1.749604034261799E+02,  2.881092505444383E+02,  2.461044308008754E+06,  9.856197971324907E-01,  3.250970588458526E+02,  3.239854859726290E+02,  9.999928097920874E-01,  1.016657319496217E+00,  3.652524036625123E+02,
2461008.902777778, A.D. 2025-Nov-29 09:40:00.0000,  1.666463087302558E-02,  9.833283009914440E-01,  3.433290637293684E-03,  1.749604323282797E+02,  2.881092147166017E+02,  2.461044308001947E+06,  9.856197937492925E-01,  3.251039102566031E+02,  3.239925261847938E+02,  9.999928120804437E-01,  1.016657323169443E+00,  3.652524049162628E+02,
2461008.909722222, A.D. 2025-Nov-29 09:50:00.0000,  1.666463221968459E-02,  9.833283018949447E-01,  3.433291196438736E-03,  1.749604612273582E+02,  2.881091788911795E+02,  2.461044307995139E+06,  9.856197903662021E-01,  3.251107616678836E+02,  3.239995664142651E+02,  9.999928143687270E-01,  1.016657326842509E+00,  3.652524061699733E+02,
2461008.916666667, A.D. 2025-Nov-29 10:00:00.0000,  1.666463356625957E-02,  9.833283027984592E-01,  3.433291755296900E-03,  1.749604901235094E+02,  2.881091430680755E+02,  2.461044307988331E+06,  9.856197869832176E-01,  3.251176130796968E+02,  3.240066066610424E+02,  9.999928166569386E-01,  1.016657330515418E+00,  3.652524074236446E+02,
2461008.923611111, A.D. 2025-Nov-29 10:10:00.0000,  1.666463491274974E-02,  9.833283037019879E-01,  3.433292313862329E-03,  1.749605190166291E+02,  2.881091072473923E+02,  2.461044307981523E+06,  9.856197836003388E-01,  3.251244644920438E+02,  3.240136469251243E+02,  9.999928189450790E-01,  1.016657334188170E+00,  3.652524086772767E+02,
2461008.930555556, A.D. 2025-Nov-29 10:20:00.0000,  1.666463625915590E-02,  9.833283046055296E-01,  3.433292872136767E-03,  1.749605479066918E+02,  2.881090714291588E+02,  2.461044307974713E+06,  9.856197802175666E-01,  3.251313159049217E+02,  3.240206872065050E+02,  9.999928212331471E-01,  1.016657337860765E+00,  3.652524099308694E+02,
2461008.937500000, A.D. 2025-Nov-29 10:30:00.0000,  1.666463760547772E-02,  9.833283055090859E-01,  3.433293430120233E-03,  1.749605767937396E+02,  2.881090356133307E+02,  2.461044307967904E+06,  9.856197768348999E-01,  3.251381673183325E+02,  3.240277275051839E+02,  9.999928235211440E-01,  1.016657341533202E+00,  3.652524111844229E+02,
2461008.944444444, A.D. 2025-Nov-29 10:40:00.0000,  1.666463895171673E-02,  9.833283064126555E-01,  3.433293987804635E-03,  1.749606056777096E+02,  2.881089997999699E+02,  2.461044307961093E+06,  9.856197734523371E-01,  3.251450187322773E+02,  3.240347678211591E+02,  9.999928258090707E-01,  1.016657345205486E+00,  3.652524124379379E+02,
2461008.951388889, A.D. 2025-Nov-29 10:50:00.0000,  1.666464029787127E-02,  9.833283073162374E-01,  3.433294545197246E-03,  1.749606345585474E+02,  2.881089639891362E+02,  2.461044307954282E+06,  9.856197700698832E-01,  3.251518701467504E+02,  3.240418081544223E+02,  9.999928280969235E-01,  1.016657348877610E+00,  3.652524136914126E+02,
2461008.958333333, A.D. 2025-Nov-29 11:00:00.0000,  1.666464164394297E-02,  9.833283082198336E-01,  3.433295102296527E-03,  1.749606634362148E+02,  2.881089281808616E+02,  2.461044307947470E+06,  9.856197666875325E-01,  3.251587215617585E+02,  3.240488485049772E+02,  9.999928303847067E-01,  1.016657352549580E+00,  3.652524149448491E+02,
2461008.965277778, A.D. 2025-Nov-29 11:10:00.0000,  1.666464298993232E-02,  9.833283091234425E-01,  3.433295659104744E-03,  1.749606923107130E+02,  2.881088923751469E+02,  2.461044307940658E+06,  9.856197633052859E-01,  3.251655729772993E+02,  3.240558888728190E+02,  9.999928326724195E-01,  1.016657356221397E+00,  3.652524161982470E+02,
2461008.972222222, A.D. 2025-Nov-29 11:20:00.0000,  1.666464433583896E-02,  9.833283100270642E-01,  3.433296215615355E-03,  1.749607211820592E+02,  2.881088565719753E+02,  2.461044307933845E+06,  9.856197599231449E-01,  3.251724243933725E+02,  3.240629292579443E+02,  9.999928349600608E-01,  1.016657359893057E+00,  3.652524174516058E+02,
2461008.979166667, A.D. 2025-Nov-29 11:30:00.0000,  1.666464568166299E-02,  9.833283109306989E-01,  3.433296771831320E-03,  1.749607500501331E+02,  2.881088207714673E+02,  2.461044307927032E+06,  9.856197565411079E-01,  3.251792758099779E+02,  3.240699696603504E+02,  9.999928372476318E-01,  1.016657363564565E+00,  3.652524187049260E+02,
2461008.986111111, A.D. 2025-Nov-29 11:40:00.0000,  1.666464702740601E-02,  9.833283118343468E-01,  3.433297327752136E-03,  1.749607789149501E+02,  2.881087849736047E+02,  2.461044307920218E+06,  9.856197531591736E-01,  3.251861272271184E+02,  3.240770100800372E+02,  9.999928395351334E-01,  1.016657367235920E+00,  3.652524199582082E+02,
